room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island
2,170,2,190,2.04,1,315,False,True,False,False,False
2,80,10,81,0.98,2,40,False,False,False,True,False
1,98,4,216,2.31,1,288,False,True,False,False,False
1,64,3,247,2.65,2,117,False,True,False,False,False
2,154,3,233,2.5,1,0,False,True,False,False,False
2,139,3,135,1.45,1,204,False,True,False,False,False
1,75,4,20,0.23,1,0,False,False,False,True,False
2,325,4,46,0.5,1,20,False,False,True,False,False
1,58,1,143,2.83,1,0,False,False,True,False,False
2,250,2,21,0.26,4,333,False,False,False,False,True
1,50,7,0,0.0,4,189,False,False,False,False,True
2,125,2,8,0.09,4,353,False,False,False,False,True
2,70,7,4,0.05,2,0,False,True,False,False,False
2,189,2,314,3.45,2,206,False,False,True,False,False
2,130,3,18,0.25,1,1,False,True,False,False,False
2,145,7,11,0.12,1,0,False,False,True,False,False
1,101,7,51,0.55,1,307,False,False,True,False,False
1,95,5,20,0.33,1,0,False,False,True,False,False
2,92,4,54,0.62,1,27,False,True,False,False,False
1,80,5,10,0.46,1,348,False,False,True,False,False
2,300,4,153,1.66,4,246,False,False,True,False,False
2,145,3,110,1.2,1,15,False,True,False,False,False
1,88,2,69,0.91,2,0,False,False,True,False,False
2,155,1,1,0.18,1,5,False,False,True,False,False
1,73,2,95,1.02,2,0,False,False,False,True,False
2,225,2,129,1.41,1,107,False,False,True,False,False
1,85,7,171,1.84,2,144,False,False,True,False,False
1,99,2,20,0.59,1,98,False,True,False,False,False
2,200,5,8,0.09,1,0,False,False,True,False,False
2,310,5,5,0.09,1,89,False,False,True,False,False
2,110,4,0,0.0,1,354,False,True,False,False,False
2,220,4,0,0.0,1,0,False,False,True,False,False
2,195,4,68,0.77,1,271,False,False,True,False,False
1,55,1,38,0.85,1,0,False,False,False,True,False
1,50,2,15,0.17,1,337,True,False,False,False,False
1,60,2,20,0.42,1,347,False,True,False,False,False
1,99,3,25,0.96,2,127,False,False,True,False,False
2,130,2,35,0.42,1,41,False,False,True,False,False
1,50,3,26,0.33,1,158,False,True,False,False,False
1,96,2,244,2.74,1,270,False,False,False,True,False
1,85,2,270,2.95,2,306,False,False,False,True,False
1,34,10,16,0.19,3,216,False,True,False,False,False
2,250,3,24,0.26,1,16,False,False,True,False,False
1,190,1,30,0.33,2,365,False,True,False,False,False
1,75,2,5,0.06,2,365,False,True,False,False,False
2,93,4,115,1.25,1,312,False,True,False,False,False
1,60,5,9,0.19,2,33,False,True,False,False,False
1,65,5,45,0.52,2,0,False,True,False,False,False
2,300,3,5,0.08,1,27,False,False,True,False,False
2,150,2,203,2.22,1,300,False,False,True,False,False
2,299,3,49,0.53,1,365,False,False,True,False,False
1,60,4,6,0.07,1,303,False,True,False,False,False
2,88,5,7,0.08,1,0,False,True,False,False,False
1,60,2,35,0.38,2,161,False,True,False,False,False
1,200,6,0,0.0,1,0,False,False,True,False,False
1,99,2,54,0.88,1,50,False,False,True,False,False
2,110,3,115,1.75,2,28,False,True,False,False,False
2,135,5,6,0.13,1,317,False,True,False,False,False
2,165,3,204,2.31,1,80,False,True,False,False,False
1,85,6,130,1.42,2,97,False,False,True,False,False
1,75,7,15,0.25,3,365,False,True,False,False,False
2,70,6,58,0.63,1,0,False,True,False,False,False
1,50,3,208,2.32,1,339,False,False,True,False,False
1,30,5,3,0.03,1,0,False,False,False,True,False
1,64,1,1,0.04,1,0,False,True,False,False,False
2,300,3,2,0.06,1,365,False,False,True,False,False
2,100,3,63,0.72,2,5,False,True,False,False,False
2,250,5,26,0.28,1,0,False,True,False,False,False
2,140,5,14,0.16,1,0,False,True,False,False,False
1,130,1,107,2.38,1,304,False,False,True,False,False
2,90,3,107,1.17,1,0,False,False,True,False,False
1,97,3,29,1.57,1,118,False,True,False,False,False
2,91,6,69,0.76,1,265,False,True,False,False,False
1,125,3,232,2.52,1,303,False,True,False,False,False
1,75,7,0,0.0,1,0,False,True,False,False,False
2,180,7,24,0.26,2,125,False,False,True,False,False
2,300,7,0,0.0,2,354,False,True,False,False,False
2,175,3,10,0.23,1,0,False,False,True,False,False
1,65,4,36,0.47,2,80,False,True,False,False,False
2,240,5,94,1.1,1,134,False,False,True,False,False
1,300,6,1,0.01,1,0,False,False,True,False,False
2,110,3,238,2.6,1,297,False,True,False,False,False
1,75,2,101,1.1,1,0,False,False,True,False,False
2,100,3,21,0.23,3,43,False,True,False,False,False
2,165,2,72,0.82,1,10,False,False,True,False,False
2,300,2,40,0.68,1,0,False,True,False,False,False
2,140,3,103,1.13,1,189,False,True,False,False,False
2,120,6,66,0.72,2,17,False,True,False,False,False
2,175,3,35,0.4,1,289,False,True,False,False,False
2,179,8,15,0.19,1,0,False,False,True,False,False
2,189,2,13,0.18,1,0,False,True,False,False,False
2,219,2,129,1.42,1,220,False,False,True,False,False
2,249,5,8,0.11,1,0,False,False,True,False,False
1,65,2,5,0.06,1,362,False,False,False,True,False
2,250,4,46,0.52,1,121,False,True,False,False,False
2,209,7,14,0.16,1,205,False,False,True,False,False
2,120,5,37,0.45,1,310,False,True,False,False,False
2,70,5,1,0.03,1,0,False,False,False,True,False
1,90,3,209,2.38,1,236,False,False,True,False,False
2,199,3,4,0.07,1,200,False,False,True,False,False
2,100,5,0,0.0,1,0,False,True,False,False,False
2,110,1,0,0.0,1,0,False,False,True,False,False
2,157,4,54,0.66,2,12,False,True,False,False,False
2,192,3,7,0.08,1,0,False,False,False,True,False
2,150,1,88,0.99,1,0,False,False,True,False,False
2,105,3,11,0.16,1,0,False,True,False,False,False
1,125,3,17,0.19,1,0,False,True,False,False,False
1,60,7,1,0.02,2,0,False,True,False,False,False
2,85,1,73,0.89,1,0,False,True,False,False,False
2,300,3,36,0.47,1,29,False,False,True,False,False
1,75,2,98,1.07,2,264,False,True,False,False,False
1,55,1,63,0.89,2,341,False,False,False,True,False
1,44,5,2,0.09,1,0,False,True,False,False,False
1,55,5,18,0.2,3,0,False,True,False,False,False
1,30,3,24,0.28,3,0,False,True,False,False,False
1,35,3,1,0.07,1,0,False,True,False,False,False
1,70,1,2,0.05,1,363,False,True,False,False,False
1,52,2,93,1.12,4,0,False,True,False,False,False
1,75,3,0,0.0,1,358,False,True,False,False,False
1,190,3,0,0.0,2,0,False,False,True,False,False
2,250,5,152,1.69,1,109,False,False,True,False,False
2,100,1,119,1.39,2,289,False,True,False,False,False
2,130,4,9,0.1,1,188,False,True,False,False,False
1,140,2,44,0.49,1,260,False,False,True,False,False
1,75,2,158,1.77,1,168,False,True,False,False,False
2,150,7,12,0.14,1,0,False,False,True,False,False
2,90,3,51,0.57,1,311,False,False,True,False,False
2,295,1,0,0.0,1,146,False,False,True,False,False
2,150,2,11,0.13,1,2,False,False,True,False,False
2,180,3,236,2.74,2,242,False,True,False,False,False
1,135,3,16,0.18,1,0,False,True,False,False,False
1,65,5,123,1.42,1,46,False,True,False,False,False
1,99,3,14,0.22,1,365,False,False,True,False,False
1,59,1,50,0.56,1,352,False,False,False,False,True
1,75,3,33,0.39,3,301,False,False,True,False,False
1,75,3,30,0.35,3,322,False,False,True,False,False
1,75,3,13,0.15,1,298,False,True,False,False,False
2,225,4,1,0.01,1,342,False,True,False,False,False
1,86,3,216,2.44,1,250,False,False,True,False,False
1,52,2,98,1.09,1,326,False,False,False,True,False
1,100,2,61,0.86,1,90,False,True,False,False,False
1,89,3,136,1.52,1,193,False,False,True,False,False
2,135,2,39,0.47,2,293,False,True,False,False,False
2,89,3,62,0.71,1,189,False,True,False,False,False
1,110,3,47,0.57,1,248,False,False,True,False,False
2,120,2,42,0.48,1,238,False,True,False,False,False
1,59,3,207,2.29,2,284,False,True,False,False,False
1,49,4,72,0.81,2,343,False,True,False,False,False
2,185,2,215,2.42,1,291,False,True,False,False,False
2,225,4,26,0.73,1,0,False,True,False,False,False
2,245,5,18,0.21,1,0,False,False,True,False,False
2,115,3,18,0.21,1,31,False,False,True,False,False
2,325,2,320,3.6,1,0,False,True,False,False,False
1,95,2,160,1.8,2,79,False,True,False,False,False
1,120,2,78,1.22,1,0,False,False,True,False,False
1,75,2,219,2.44,2,277,False,True,False,False,False
1,109,1,66,0.94,1,353,False,False,True,False,False
2,160,3,25,0.29,1,0,False,True,False,False,False
2,219,4,102,1.15,2,280,False,False,True,False,False
2,159,2,32,0.47,1,7,False,False,True,False,False
1,180,3,15,0.18,6,266,False,True,False,False,False
2,150,5,1,0.02,1,0,False,False,True,False,False
2,106,3,12,0.14,1,271,False,False,True,False,False
2,299,10,19,0.27,1,101,False,False,True,False,False
2,179,3,297,3.37,1,205,False,False,True,False,False
2,165,3,12,0.13,1,343,False,True,False,False,False
1,87,7,46,0.62,2,310,False,False,True,False,False
1,79,4,42,0.47,2,52,False,True,False,False,False
1,75,2,118,2.11,3,312,False,False,True,False,False
1,80,1,15,0.21,1,329,False,False,True,False,False
2,115,3,64,0.72,4,333,False,True,False,False,False
2,115,3,51,0.58,4,327,False,True,False,False,False
2,120,3,79,0.88,4,349,False,True,False,False,False
1,125,3,202,2.29,1,217,False,False,True,False,False
1,95,6,62,0.76,2,80,False,False,True,False,False
2,99,2,36,0.45,1,0,False,False,True,False,False
2,121,1,16,0.19,2,351,False,False,True,False,False
1,75,2,77,0.88,2,144,False,False,True,False,False
1,95,5,110,1.27,2,43,False,False,True,False,False
1,89,1,56,0.64,1,365,False,False,True,False,False
1,195,1,7,0.08,1,129,False,False,True,False,False
1,100,3,7,0.09,1,0,False,False,True,False,False
2,140,1,53,0.6,1,0,False,False,True,False,False
2,189,3,265,2.99,2,355,False,False,True,False,False
1,160,5,0,0.0,1,0,False,True,False,False,False
2,125,5,6,0.08,1,31,False,True,False,False,False
2,265,4,75,0.86,1,324,False,False,True,False,False
1,77,5,11,0.13,3,365,False,True,False,False,False
1,60,3,5,1.47,9,0,False,False,True,False,False
2,129,3,132,1.49,1,171,False,False,True,False,False
2,199,6,41,0.47,1,36,False,False,True,False,False
1,92,7,34,0.39,1,332,False,True,False,False,False
2,185,3,34,0.39,1,0,False,True,False,False,False
2,110,7,27,0.31,1,192,False,False,True,False,False
1,65,4,30,0.34,1,139,False,True,False,False,False
1,135,3,214,2.45,2,167,False,False,True,False,False
1,175,2,6,0.09,4,10,False,False,True,False,False
1,72,3,156,1.8,1,110,False,True,False,False,False
1,80,2,30,0.74,1,0,False,True,False,False,False
2,125,5,1,0.02,1,0,False,True,False,False,False
1,120,5,3,0.09,1,242,False,True,False,False,False
1,94,2,272,3.18,3,22,False,True,False,False,False
1,56,3,63,0.82,1,0,False,True,False,False,False
2,190,2,5,0.1,1,0,False,True,False,False,False
1,129,3,63,0.71,2,87,False,True,False,False,False
2,85,5,268,3.04,2,202,False,True,False,False,False
1,20,3,80,0.92,1,226,False,False,False,False,True
2,145,3,22,0.25,1,0,False,False,True,False,False
2,200,7,13,0.15,1,327,False,False,True,False,False
2,125,4,23,0.67,2,262,False,True,False,False,False
1,160,3,10,0.12,3,359,False,False,True,False,False
1,180,3,14,0.16,3,348,False,False,True,False,False
1,100,1,20,0.28,1,0,False,False,True,False,False
1,70,5,2,0.02,1,0,False,True,False,False,False
2,120,2,47,1.22,1,318,True,False,False,False,False
1,110,2,6,0.19,1,363,False,False,False,False,True
1,105,7,93,1.06,1,70,False,False,True,False,False
2,250,3,116,1.32,1,0,False,False,True,False,False
2,165,2,70,0.8,4,15,False,False,True,False,False
1,99,3,4,0.41,1,335,False,False,True,False,False
1,75,1,59,0.69,2,0,False,False,False,True,False
0,45,1,8,0.11,2,364,False,False,False,True,False
2,159,2,106,1.22,1,34,False,True,False,False,False
1,104,2,133,1.51,1,147,False,False,True,False,False
2,225,4,27,0.31,1,169,False,False,True,False,False
1,100,5,61,0.7,1,188,False,False,True,False,False
1,90,2,2,0.02,2,89,False,True,False,False,False
1,75,1,16,0.18,2,189,False,False,False,True,False
2,135,5,38,0.44,1,253,False,False,True,False,False
1,125,1,25,0.28,1,311,False,False,True,False,False
2,225,3,93,1.05,1,0,False,False,True,False,False
1,85,3,6,0.07,1,363,False,False,True,False,False
2,200,7,30,0.34,1,224,False,False,True,False,False
2,250,3,17,0.46,1,5,False,True,False,False,False
1,90,10,67,0.77,1,301,False,False,True,False,False
2,300,4,19,0.22,1,84,False,False,True,False,False
1,125,1,0,0.0,1,365,False,False,True,False,False
1,125,3,74,0.84,3,212,False,False,True,False,False
1,145,3,165,1.88,2,181,False,False,True,False,False
2,147,2,16,0.18,1,0,False,False,True,False,False
1,123,3,269,3.09,3,158,False,True,False,False,False
2,88,3,243,2.75,1,217,False,True,False,False,False
2,215,2,59,0.94,1,335,False,False,False,True,False
2,225,3,134,1.53,1,231,False,False,True,False,False
2,145,3,7,0.08,1,270,False,True,False,False,False
1,75,3,112,1.28,8,330,False,True,False,False,False
2,145,5,0,0.0,1,0,False,False,True,False,False
2,229,2,92,1.05,1,321,False,True,False,False,False
1,100,3,67,0.76,3,345,False,False,True,False,False
2,75,2,8,0.1,1,2,False,True,False,False,False
2,225,2,244,2.81,2,252,False,False,True,False,False
1,120,6,62,0.7,2,15,False,True,False,False,False
2,160,5,125,1.47,3,169,False,True,False,False,False
2,95,5,9,0.1,1,0,False,True,False,False,False
1,119,3,137,1.57,1,296,False,True,False,False,False
2,275,2,16,0.24,1,167,False,False,True,False,False
2,160,1,36,0.57,1,365,False,False,True,False,False
2,87,6,39,0.47,2,258,False,True,False,False,False
2,160,1,145,1.76,2,257,False,True,False,False,False
1,125,3,28,0.33,1,364,False,False,True,False,False
2,90,2,206,2.4,1,236,False,True,False,False,False
2,200,7,4,0.22,1,0,False,False,True,False,False
1,99,1,134,1.54,1,265,False,False,True,False,False
2,325,2,197,2.25,1,207,False,False,True,False,False
2,129,7,5,0.09,1,0,False,False,True,False,False
2,190,4,8,0.09,1,0,False,True,False,False,False
1,55,2,62,0.71,2,57,False,True,False,False,False
1,60,2,13,0.15,1,0,False,False,True,False,False
2,250,1,8,0.09,1,0,False,False,True,False,False
2,275,3,50,0.87,2,277,False,False,True,False,False
2,125,4,41,0.47,1,10,False,True,False,False,False
2,70,4,40,0.46,1,273,False,True,False,False,False
2,138,3,106,1.22,1,189,False,True,False,False,False
2,265,4,33,0.39,1,0,False,False,True,False,False
1,145,5,2,0.09,1,365,False,False,True,False,False
2,208,6,100,1.14,1,310,False,False,True,False,False
2,200,3,16,0.19,1,291,False,True,False,False,False
1,110,2,64,0.76,1,74,False,False,True,False,False
1,58,1,17,0.31,2,289,False,False,True,False,False
1,55,2,7,0.08,1,0,False,False,True,False,False
2,150,3,87,1.0,1,73,False,True,False,False,False
2,77,3,289,3.3,1,85,False,False,False,True,False
2,125,9,10,0.11,1,0,False,False,True,False,False
2,189,7,7,0.1,2,303,False,True,False,False,False
1,49,1,23,0.27,1,333,True,False,False,False,False
2,90,4,22,0.27,1,239,False,False,True,False,False
1,100,1,1,0.02,1,6,False,False,True,False,False
2,299,2,5,0.06,3,0,False,True,False,False,False
1,75,5,30,0.37,3,180,False,False,False,True,False
1,69,7,55,0.64,3,318,False,False,False,True,False
1,90,1,155,1.78,3,328,False,True,False,False,False
1,94,1,95,1.09,1,18,False,False,True,False,False
1,80,2,118,1.35,1,353,False,True,False,False,False
2,100,5,82,0.96,1,63,True,False,False,False,False
1,39,5,105,1.21,3,34,False,True,False,False,False
2,250,3,73,0.84,1,284,False,False,True,False,False
1,55,7,28,0.32,2,333,False,True,False,False,False
1,110,2,0,0.0,1,0,False,True,False,False,False
2,200,1,3,0.06,1,0,False,True,False,False,False
2,142,3,120,1.4,1,222,False,True,False,False,False
1,70,2,339,3.88,3,333,False,True,False,False,False
2,260,2,7,0.09,1,0,False,True,False,False,False
2,225,4,13,0.15,1,195,False,False,True,False,False
1,65,1,3,0.03,1,0,False,False,True,False,False
2,239,2,67,1.33,1,78,False,False,True,False,False
2,50,2,123,1.47,1,21,False,False,True,False,False
1,65,4,109,1.25,3,0,False,False,True,False,False
2,139,4,23,0.27,1,0,False,False,True,False,False
2,174,2,269,3.15,2,167,False,False,True,False,False
2,315,3,7,0.08,1,0,False,False,True,False,False
1,75,3,36,1.76,1,47,False,False,True,False,False
2,210,1,178,2.06,1,0,False,False,True,False,False
1,55,4,132,1.51,2,195,False,True,False,False,False
2,229,3,12,0.15,1,319,False,True,False,False,False
2,150,2,23,0.27,1,0,False,False,True,False,False
2,129,2,47,0.55,1,177,False,False,True,False,False
2,100,8,8,0.11,1,0,False,False,True,False,False
2,200,3,17,0.2,1,67,False,True,False,False,False
1,89,5,4,0.06,1,0,False,False,True,False,False
1,65,7,2,0.02,3,0,False,True,False,False,False
2,68,2,35,0.54,3,0,False,True,False,False,False
2,235,3,108,1.25,2,144,False,True,False,False,False
2,100,3,182,2.15,1,220,False,True,False,False,False
2,311,3,31,0.41,1,28,False,False,True,False,False
0,39,1,454,5.27,1,353,False,False,False,True,False
1,100,2,199,2.3,1,19,False,False,True,False,False
2,210,1,230,2.65,1,319,False,False,True,False,False
1,55,4,101,1.19,4,170,False,True,False,False,False
1,65,2,8,0.13,1,0,False,False,True,False,False
1,110,4,12,0.16,1,330,False,True,False,False,False
2,180,5,13,0.15,1,0,False,False,True,False,False
2,115,2,10,0.17,1,0,False,True,False,False,False
1,70,1,144,1.68,2,340,False,False,False,True,False
2,155,5,10,0.12,1,0,False,True,False,False,False
2,117,7,0,0.0,1,0,False,False,True,False,False
2,100,2,17,0.2,1,0,False,True,False,False,False
2,155,6,17,0.2,1,0,False,False,True,False,False
1,85,1,439,5.12,2,238,False,False,True,False,False
1,80,4,48,0.56,1,96,False,False,True,False,False
2,135,3,134,1.56,1,236,False,False,True,False,False
2,150,6,2,0.03,1,0,False,True,False,False,False
1,80,3,1,0.01,1,330,False,False,False,True,False
2,225,2,338,3.9,2,225,False,True,False,False,False
1,99,3,117,1.41,1,0,False,False,True,False,False
2,125,1,261,3.24,1,212,False,False,True,False,False
1,100,2,112,1.3,2,12,False,True,False,False,False
1,55,2,22,0.26,4,297,False,True,False,False,False
2,328,2,319,3.78,1,112,False,False,True,False,False
2,142,7,69,0.85,1,261,False,True,False,False,False
2,300,2,24,0.39,1,23,False,True,False,False,False
2,225,7,13,0.15,2,0,False,True,False,False,False
2,92,2,58,0.67,1,0,False,True,False,False,False
2,185,2,62,0.74,1,0,False,False,True,False,False
2,226,3,203,2.85,1,38,False,True,False,False,False
1,50,2,33,0.39,1,20,False,True,False,False,False
1,80,3,47,0.66,2,0,False,False,True,False,False
1,200,5,0,0.0,1,342,False,True,False,False,False
2,68,3,2,0.05,1,0,False,True,False,False,False
1,102,2,121,1.6,1,361,False,True,False,False,False
2,220,3,27,0.45,1,68,False,True,False,False,False
2,199,3,24,0.3,1,0,False,False,True,False,False
2,165,5,22,0.26,1,316,False,False,True,False,False
2,150,2,162,1.92,1,231,False,False,True,False,False
1,75,7,0,0.0,1,0,False,True,False,False,False
1,85,1,219,2.63,2,305,False,False,False,True,False
2,160,4,2,0.03,2,34,False,True,False,False,False
